track_id	track_name	track_artist	track_popularity	track_album_name	track_album_release_date	playlist_name	playlist_genre	playlist_subgenre	danceability	energy	key	loudness	mode	speechiness	acousticness	instrumentalness	liveness	valence	tempo	duration_ms
5dewQ7ojISR32NAYNHFYWC	HEAVEN AND BACK	Chase Atlantic	57	PHASES	2019-06-28	Indie Poptimism (PUBLIC, The Band CAMINO, lovelytheband)	pop	indie poptimism	0.309	0.793	10	-6.195	0	0.0774	0.0902	0.092	0.0888	0.532	193.714	248240
59qrf6BXeN74HUw5YvF9cX	Close	Cuva	30	Close	2019-11-01	Indie Poptimism (PUBLIC, The Band CAMINO, lovelytheband)	pop	indie poptimism	0.414	0.581	2	-8.051	1	0.0277	0.0687	0.00315	0.0947	0.172	104.949	265067
3NNIgD6HMJ0tqwiSCdH2br	WYAF	Pacific	38	WYAF	2019-01-11	Indie Poptimism (PUBLIC, The Band CAMINO, lovelytheband)	pop	indie poptimism	0.545	0.811	6	-6.412	1	0.027	0.00303	8.1e-05	0.0886	0.387	150.035	278463
2csDp6iJqt8VypzWSFrwwT	Marzipan (If You Love Him)	No Coast	16	Marzipan (If You Love Him)	2019-07-08	Indie Poptimism (PUBLIC, The Band CAMINO, lovelytheband)	pop	indie poptimism	0.499	0.856	2	-6.352	1	0.045	0.0272	4.16401343350299	0.397	0.398	108.952	181853
4yT3UMHdi1p0xkmLuwOu6f	Haunted	The Band CAMINO	55	tryhard	2019-08-23	Indie Poptimism (PUBLIC, The Band CAMINO, lovelytheband)	pop	indie poptimism	0.464	0.921	4	-3.539	1	0.0677	0.00654	0	0.127	0.461	144.127	263285
3YDeFx4VPESam1upfiJmVW	Be Okay	Jordan Fisher	50	Be Okay	2019-11-22	Indie Poptimism (PUBLIC, The Band CAMINO, lovelytheband)	pop	indie poptimism	0.626	0.598	1	-7.15	1	0.0622	0.056	0	0.164	0.472	75.943	188341
1E8A6Ceb92WBAe6mUxCBDO	Easy	Brad Blackburn	33	Easy	2019-11-08	Indie Poptimism (PUBLIC, The Band CAMINO, lovelytheband)	pop	indie poptimism	0.827	0.515	3	-8.756	1	0.0421	0.22	6.13e-05	0.274	0.753	112.011	151369
38OQksFGBI3vGeSMrG5qMo	Paper Skin	Moonfall	31	Paper Skin	2019-09-26	Indie Poptimism (PUBLIC, The Band CAMINO, lovelytheband)	pop	indie poptimism	0.657	0.811	4	-5.437	0	0.0465	0.0665	1.41e-06	0.312	0.63	119.995	187625
6OPOa3qlKoDUzGpS8MrcLi	This Must Be My Dream	The 1975	54	I like it when you sleep, for you are so beautiful yet so unaware of it	2016-02-26	Indie Poptimism (PUBLIC, The Band CAMINO, lovelytheband)	pop	indie poptimism	0.592	0.84	9	-4.697	1	0.0364	0.0193	0.000191	0.327	0.679	103.026	252480
20XjdVfh6kFATmgm7T0C5r	Fade Out	Seeb	68	Fade Out	2019-05-15	Indie Poptimism (PUBLIC, The Band CAMINO, lovelytheband)	pop	indie poptimism	0.706	0.68	4	-4.65	0	0.0424	0.118	0	0.0443	0.728	105.977	196667
2btKtacOXuMtC9WjcNRvAA	ILYSB	LANY	69	LANY	2017-06-30	Indie Poptimism (PUBLIC, The Band CAMINO, lovelytheband)	pop	indie poptimism	0.636	0.623	5	-7.016	1	0.0603	0.468	0.00453	0.351	0.389	100.026	211150
1DJVPxNc4PmCC8EB9oZYfB	See Through	The Band CAMINO	14	Daphne Blue / See Through	2019-05-14	Indie Poptimism (PUBLIC, The Band CAMINO, lovelytheband)	pop	indie poptimism	0.577	0.811	2	-5.123	1	0.075	0.0394	0	0.11	0.666	92.002	181421
1SDLrgSkAw2LcdXfWArPgs	Crash My Car	COIN	10	Crash My Car	2019-06-13	Indie Poptimism (PUBLIC, The Band CAMINO, lovelytheband)	pop	indie poptimism	0.244	0.645	5	-5.863	1	0.0456	0.00178	0.00574	0.301	0.529	183.577	188307
6iCJCZqDJjmBxt07Oid6FI	Buttercup	Hippo Campus	67	Landmark	2017-02-24	Indie Poptimism (PUBLIC, The Band CAMINO, lovelytheband)	pop	indie poptimism	0.623	0.763	9	-4.412	1	0.0719	0.199	6.52e-06	0.126	0.199	108.871	226610
2Qizs1bDIl7uhOyPductaz	The Dance	Night Cap	30	The Dance	2019-08-05	Indie Poptimism (PUBLIC, The Band CAMINO, lovelytheband)	pop	indie poptimism	0.621	0.769	0	-3.91	1	0.0353	0.109	0	0.133	0.566	130.05	229569
5vtyFzfLkCSJvXEZFjQAa1	Your Shirt	Chelsea Cutler	44	Your Shirt	2017-02-24	Indie Poptimism (PUBLIC, The Band CAMINO, lovelytheband)	pop	indie poptimism	0.426	0.476	2	-6.64	1	0.0741	0.185	0	0.327	0.169	179.793	232759
2tOOcDDYkh0PSjr6GwPEAJ	Love Me Less (feat. Quinn XCII)	MAX	78	Love Me Less (feat. Quinn XCII)	2019-04-05	Indie Poptimism (PUBLIC, The Band CAMINO, lovelytheband)	pop	indie poptimism	0.732	0.856	11	-2.2	0	0.0929	0.0828	0	0.323	0.771	145.034	177670
7LnlYD9vq4c9SOrgWOSuDh	Running Blind	Theo Kandel	37	Running Blind	2019-07-05	Indie Poptimism (PUBLIC, The Band CAMINO, lovelytheband)	pop	indie poptimism	0.724	0.497	4	-6.397	1	0.104	0.0544	0	0.212	0.576	154.859	224613
4ICSZfaKo9t9JRClVZwEpG	Waterfalls	THE WLDLFE	48	New	2016-03-03	Indie Poptimism (PUBLIC, The Band CAMINO, lovelytheband)	pop	indie poptimism	0.67	0.558	7	-7.615	1	0.0266	0.0572	0.0196	0.106	0.437	106.081	269119
2J4T0IOIZjQhLzosKPR2PN	Gimme	BANKS	60	III	2019-07-12	Indie Poptimism (PUBLIC, The Band CAMINO, lovelytheband)	pop	indie poptimism	0.762	0.619	2	-5.227	0	0.102	0.501	2.19e-05	0.248	0.596	120.022	219493
57nNNkgk768QVXq3uHxu5e	Ways to Go	Grouplove	63	Spreading Rumours	2013-09-17	Indie Poptimism (PUBLIC, The Band CAMINO, lovelytheband)	pop	indie poptimism	0.577	0.827	7	-7.54	1	0.0365	0.00338	0.000647	0.26	0.179	101.031	215520
0s5ibKUNbISHnrBrx1o2nF	Too Far Gone	Lost Kings	57	Too Far Gone	2019-06-07	Indie Poptimism (PUBLIC, The Band CAMINO, lovelytheband)	pop	indie poptimism	0.619	0.833	7	-4.941	1	0.0366	0.0122	0	0.24	0.527	93.01	196953
5SiPF66MWD55UCrvVKWufG	OPTIMISTIC	X Ambassadors	46	OPTIMISTIC	2019-08-23	Indie Poptimism (PUBLIC, The Band CAMINO, lovelytheband)	pop	indie poptimism	0.346	0.928	0	-5.074	1	0.0851	0.00244	0	0.685	0.416	163.949	165593
4P1EGoXLWQ1YF6Nsmr1pfy	You And I	LEON	66	LEON	2019-03-01	Indie Poptimism (PUBLIC, The Band CAMINO, lovelytheband)	pop	indie poptimism	0.554	0.786	9	-4.288	1	0.0491	0.0024	4.01542395283468	0.148	0.358	120.057	224064
1GZH9Sv6zCIse2GKihRHKy	Summer Girl	HAIM	60	Summer Girl	2019-07-31	Indie Poptimism (PUBLIC, The Band CAMINO, lovelytheband)	pop	indie poptimism	0.512	0.544	1	-7.953	0	0.226	0.356	0.0159	0.169	0.616	99.927	205027
5pd5gGxcHxErpWzbYxNi15	Hold The Line - Acoustic	A R I Z O N A	53	Hold The Line (Acoustic)	2019-07-25	Indie Poptimism (PUBLIC, The Band CAMINO, lovelytheband)	pop	indie poptimism	0.648	0.311	6	-10.847	0	0.0358	0.913	6.89e-05	0.112	0.327	90.946	195561
7nGVsZvWnSvQJGkuxTnOrS	Move On	ayokay	38	we come alive. (1-3)	2019-08-09	Indie Poptimism (PUBLIC, The Band CAMINO, lovelytheband)	pop	indie poptimism	0.712	0.677	11	-5.911	0	0.0274	0.252	0	0.185	0.514	110.001	224482
4djIFfof5TpbSGRZUpsTXq	Talk Too Much	COIN	68	How Will You Know If You Never Try	2017-04-21	Indie Poptimism (PUBLIC, The Band CAMINO, lovelytheband)	pop	indie poptimism	0.598	0.888	4	-5.119	1	0.0807	0.00947	0	0.347	0.482	103.966	187133
2RZG69vGcBkMGZQf7JiO3v	You Are Losing Me	Chelsea Cutler	62	You Are Losing Me	2019-09-27	Indie Poptimism (PUBLIC, The Band CAMINO, lovelytheband)	pop	indie poptimism	0.577	0.43	7	-9.764	1	0.0714	0.224	2.53e-05	0.135	0.346	99.982	207333
34i4yxPrHWquuR4kjiivFO	Somebody Else	VERITE	62	Somebody Else	2016-09-09	The Sound of Indie Poptimism	pop	indie poptimism	0.674	0.593	11	-6.47	0	0.0582	0.201	0.000529	0.209	0.464	116.995	233077
5UAOuU3YK9xo76vtrhyDng	dancing around	flor	62	ley lines	2019-09-06	The Sound of Indie Poptimism	pop	indie poptimism	0.726	0.657	10	-7.066	0	0.0327	0.00765	0.000248	0.0975	0.629	114.996	235707
3o8bovLXjsxsFBTXajm1VA	Middle Finger	Phoebe Ryan	58	Middle Finger	2018-06-08	The Sound of Indie Poptimism	pop	indie poptimism	0.704	0.664	9	-3.209	0	0.0468	0.141	0	0.107	0.533	99.963	241893
3wchQBokK9IDtoYrw14gpK	Girls Your Age	Transviolet	51	Transviolet	2015-09-18	The Sound of Indie Poptimism	pop	indie poptimism	0.427	0.398	0	-9.553	0	0.0536	0.453	0.00479	0.0903	0.114	139.249	208053
6UVZo6UKUZC1J2KPP3IIwQ	yes & no	XYLO	61	yes & no	2019-05-31	The Sound of Indie Poptimism	pop	indie poptimism	0.835	0.505	8	-5.834	0	0.168	0.286	0.00219	0.198	0.665	118.021	178983
1hsPZY6oWcPfFPqDEQmMaW	Waves	Luna Shadows	45	Waves	2019-07-29	The Sound of Indie Poptimism	pop	indie poptimism	0.564	0.826	8	-5.534	0	0.0707	0.176	4.21e-06	0.169	0.417	121.984	218361
0c37uJwj7mpovCAuFY5ofQ	Do Right	Glades	44	To Love You	2018-11-02	The Sound of Indie Poptimism	pop	indie poptimism	0.749	0.688	3	-6.446	1	0.0289	0.0504	0	0.0902	0.668	106.991	197240
3cmcy7BwekXhIzysIdhLng	Reckless Lover - Acoustic	Handsome Ghost	50	Reckless Lover (Acoustic)	2018-03-09	The Sound of Indie Poptimism	pop	indie poptimism	0.633	0.222	10	-10.381	1	0.0301	0.855	0	0.107	0.61	111.411	240579
0aersVHlGGXcHeRvHtuaSt	Dancing On Glass	St. Lucia	58	Matter	2016-01-29	The Sound of Indie Poptimism	pop	indie poptimism	0.564	0.945	1	-4.705	1	0.0493	0.0189	0	0.359	0.399	101.003	246333
6Jo0NEaU8Ray3TEl1LVkw7	Wanna Be	Betty Who	52	The Valley	2017-03-24	The Sound of Indie Poptimism	pop	indie poptimism	0.665	0.715	4	-4.887	1	0.0518	0.09	0	0.14	0.379	98.967	210907
2PtBhfoPZ6VYtXkrE5FrCH	Reflections	MisterWives	62	Our Own House	2015-02-24	The Sound of Indie Poptimism	pop	indie poptimism	0.682	0.676	2	-5.46	1	0.0291	0.0226	0.0164	0.101	0.604	111.008	186440
41cJIihaawZaBWzhQGv25i	Cain	EXES	56	Cain	2017-06-02	The Sound of Indie Poptimism	pop	indie poptimism	0.467	0.453	1	-9.703	1	0.0469	0.402	1.28e-05	0.213	0.252	199.79	216000
6L9E5ONm7Mv8lraV53UR3X	All of the People	Panama Wedding	46	Parallel Play	2014-01-01	The Sound of Indie Poptimism	pop	indie poptimism	0.693	0.67	5	-5.917	0	0.0518	0.0317	0.00195	0.0661	0.929	89.98	215907
7x6cBmHXwdS1EGwVx4silu	Only Us	Paperwhite	43	Only Us	2017-05-11	The Sound of Indie Poptimism	pop	indie poptimism	0.398	0.73	1	-5.98	1	0.0671	0.00594	0.0257	0.0673	0.212	98.594	204000
7rAUH8YZRvGyZ5wmoKjYbG	So I Met Someone	VHS Collection	53	So I Met Someone	2017-05-25	The Sound of Indie Poptimism	pop	indie poptimism	0.605	0.725	0	-5.854	1	0.0344	0.0461	1.93e-05	0.121	0.559	88.979	220667
59uEiooaCUECb1fMmo6Sr9	Love Me Wrong	Allie X	66	Love Me Wrong	2019-12-06	The Sound of Indie Poptimism	pop	indie poptimism	0.46	0.458	2	-7.912	1	0.031	0.576	0	0.0925	0.104	97.15	192907
3V0W5CfNDMiTKg93wuLFxJ	Let Go	RAC	53	Strangers	2014-01-01	The Sound of Indie Poptimism	pop	indie poptimism	0.746	0.84	5	-5.891	1	0.0331	0.0917	0.0156	0.351	0.734	110	280120
6M8qU2rDpeRQLE88DF2xtq	Peach	Broods	60	Dont Feed The Pop Monster	2019-02-01	The Sound of Indie Poptimism	pop	indie poptimism	0.688	0.738	5	-4.831	1	0.0404	0.0085	3.54e-05	0.258	0.251	111.013	255397
0owL3tvmERawo5yh2lZqmT	I Wear Glasses	Mating Ritual	51	How You Gonna Stop It?	2017-06-09	The Sound of Indie Poptimism	pop	indie poptimism	0.401	0.877	10	-3.303	1	0.0694	0.065	0.0463	0.321	0.343	148.009	214071
2aKoElQmZWu2ZMCB3f2tbc	Ghosts	Scavenger Hunt	39	Ghosts	2017-12-22	The Sound of Indie Poptimism	pop	indie poptimism	0.669	0.719	8	-7.227	0	0.0298	0.0237	0.0138	0.102	0.326	118.006	228160
2Uws5LNuLkvf9aR14UM3x2	Reasons Not To Die - Demo	Ryn Weaver	53	Reasons Not To Die (Demo)	2018-09-14	The Sound of Indie Poptimism	pop	indie poptimism	0.57	0.376	4	-9.932	1	0.0302	0.73	0	0.127	0.248	130.147	220629
6H4IrhaJFaoXrSuQQKfzpD	Little Games - St. Lucia Remix	The Colourist	46	Inversions	2013-10-28	The Sound of Indie Poptimism	pop	indie poptimism	0.571	0.728	7	-8.901	0	0.104	0.00293	0.228	0.112	0.571	110.541	273400
6Hx7kdHB9kGdxnw2EwSx2V	Million Bucks	Smallpools	61	Million Bucks	2017-06-09	The Sound of Indie Poptimism	pop	indie poptimism	0.608	0.865	1	-3.961	0	0.0451	0.00602	0	0.127	0.568	100.026	239893
33TRLeMwVVAWa2eZEGnTip	Do Me Like That	Penguin Prison	49	Turn It Up	2018-02-09	The Sound of Indie Poptimism	pop	indie poptimism	0.61	0.82	9	-5.035	1	0.0332	0.101	1.78e-06	0.212	0.773	152.091	195067
0qxRmtTovuLU4VBz5y4DsJ	Twenty Something - Stripped Sessions	Nightly	61	Twenty Something/No Call, No Reply (Stripped Sessions)	2019-05-24	The Sound of Indie Poptimism	pop	indie poptimism	0.598	0.429	8	-11.145	1	0.0368	0.107	0.00936	0.0849	0.0568	99.933	261527
0O8z1t1M41aeVAUi7scRvb	Gravity	Ralph	46	Gravity	2019-07-03	The Sound of Indie Poptimism	pop	indie poptimism	0.754	0.668	0	-4.054	0	0.0392	0.366	4.93e-06	0.111	0.765	117.947	203095
3hQKuj4sZ9L4Yn0RC2SIrI	Ocean	Ella Vos	61	Ocean	2018-12-07	The Sound of Indie Poptimism	pop	indie poptimism	0.471	0.361	11	-10.903	1	0.0281	0.0152	0.000509	0.143	0.0674	87.819	210503
4k3KuaHE8dET4RPp1GIxUe	Nice Guy	courtship.	52	Denial in Paradise	2018-05-11	The Sound of Indie Poptimism	pop	indie poptimism	0.516	0.74	6	-4.879	1	0.0418	0.000821	1.11e-06	0.142	0.515	108.986	161600
6WhzFzROw3aq3rPWjgYlxr	Gold	Kiiara	61	Gold	2015-10-26	The Sound of Indie Poptimism	pop	indie poptimism	0.6	0.412	8	-9.343	1	0.344	0.615	0.0025	0.134	0.408	113.049	225882
4ob71GMH7PAokRzPhejagR	Awa Ni	The Knocks	55	Awa Ni	2019-06-21	The Sound of Indie Poptimism	pop	indie poptimism	0.667	0.818	1	-6.167	0	0.131	0.0358	0.000117	0.329	0.43	119.005	219777
6kF2DYkORE9d17oPFomMPJ	Paris	Magic Man	43	Before the Waves	2013	The Sound of Indie Poptimism	pop	indie poptimism	0.472	0.881	2	-5.252	1	0.0524	0.0876	0	0.0698	0.502	178.858	232747
4Vdbb7QK3czCJVdfxOBbCZ	Silhouette	Goldroom	50	West Of The West	2016-09-23	The Sound of Indie Poptimism	pop	indie poptimism	0.715	0.641	0	-7.008	1	0.0391	0.0827	0.125	0.122	0.222	115.014	268040
28axGcu9he7YdQ0xwXIaC9	No One - Kayge Calypso & DUNN Remix	Mothica	56	Majestic Casual - Chapter 3	2016-07-01	The Sound of Indie Poptimism	pop	indie poptimism	0.745	0.571	0	-8.951	1	0.26	0.663	0	0.371	0.319	129.934	212308
5UUQUFsYJyfF6YwqTnquuA	YDLM	The Griswolds	52	High Times For Low Lives	2016-11-11	The Sound of Indie Poptimism	pop	indie poptimism	0.826	0.86	10	-3.902	1	0.0685	0.0349	5.37e-06	0.104	0.763	120.017	192107
5l8oNQsDDPNFUIV5M4lzRJ	Free Animal	Foreign Air	61	Free Animal	2015-11-17	The Sound of Indie Poptimism	pop	indie poptimism	0.579	0.584	5	-7.151	0	0.0438	0.0856	0	0.0958	0.393	80.001	180400
1XoGueAqqKk3QGWzzGvH2y	Bullet	Chelsea Lankes	37	Bullet	2016-04-08	The Sound of Indie Poptimism	pop	indie poptimism	0.819	0.881	7	-2.912	1	0.0476	0.0868	0.025	0.393	0.844	122.966	184521
6q8onrzcka32nGVrnWYGBQ	Lovers	Anna of the North	59	Lovers	2017-09-08	The Sound of Indie Poptimism	pop	indie poptimism	0.599	0.518	8	-7.902	1	0.0333	0.479	0.00435	0.136	0.455	95.031	215773
0OBIHrjv88N4SEtf2INos5	Heavy	POWERS	57	Heavy	2017-02-24	The Sound of Indie Poptimism	pop	indie poptimism	0.739	0.689	4	-3.726	0	0.0468	0.00563	5.39e-06	0.102	0.897	102.018	234356
6yOIdK2nKErlhyo5u7y81B	Dreamers	Savoir Adore	46	Our Nature	2012	The Sound of Indie Poptimism	pop	indie poptimism	0.603	0.892	3	-6.052	1	0.0319	0.0811	0.000179	0.0873	0.656	102.516	249261
2zsWRxMcUdGjj8TnWkVKw0	Hypnotic	Zella Day	63	Kicker	2015-01-01	The Sound of Indie Poptimism	pop	indie poptimism	0.637	0.724	6	-5.151	0	0.0403	0.119	0	0.299	0.414	80.982	176787
2K8elWg8ihrZRwZJ7Gy6L3	Come Home To Me	LEON	69	LEON	2019-03-01	The Sound of Indie Poptimism	pop	indie poptimism	0.66	0.193	11	-8.904	1	0.0725	0.953	0	0.0953	0.296	82.035	225868
3FpEXAupLwCHwzeUBxF99S	i loved you first	joan	60	i loved you first	2018-03-21	The Sound of Indie Poptimism	pop	indie poptimism	0.556	0.276	0	-9.603	1	0.0269	0.0862	6.89e-06	0.0999	0.216	75.02	227068
3hT4aulcGsGrgeoGU0M5Pj	Up We Go	Lights	48	Midnight Machines	2016-04-08	The Sound of Indie Poptimism	pop	indie poptimism	0.657	0.384	4	-12.259	1	0.0422	0.882	0.00227	0.114	0.374	123.953	339560
7k1pfmKI7t0AprW7SEdFpC	Breaking Up My Bones	Vinyl Theatre	55	Electrogram	2014-09-23	The Sound of Indie Poptimism	pop	indie poptimism	0.608	0.899	2	-3.185	1	0.0392	0.0125	0	0.211	0.652	105.032	185429
7IDKIfRltN07TdsdTVtRHh	All Over	CRUISR	54	All Over	2014	The Sound of Indie Poptimism	pop	indie poptimism	0.552	0.931	2	-5.166	1	0.053	0.00836	4.66038249072153	0.0551	0.666	158.036	182653
0DvhfhHlIE4HqgBX8yDJz3	Carry On - Acoustic	Young Rising Sons	51	Carry On (Acoustic)	2017-03-03	The Sound of Indie Poptimism	pop	indie poptimism	0.675	0.195	7	-13.465	0	0.0346	0.868	2.03e-06	0.126	0.275	91.935	207880
7hJCwbaLSp0cDraXG91oAW	Over That	Emily Vaughn	44	Over That	2017-10-27	The Sound of Indie Poptimism	pop	indie poptimism	0.805	0.429	6	-7.398	1	0.0512	0.222	2.2e-06	0.365	0.553	107.009	205371
0WEcGzNZSNl43NbyaSbmon	Visions	So Below	40	II	2018-03-09	The Sound of Indie Poptimism	pop	indie poptimism	0.588	0.651	5	-7.517	0	0.0249	0.00141	0.00725	0.53	0.32	90.493	235906
1BwhFXqoIsePt21WyWIttb	I Wanna Get Better	Bleachers	65	Strange Desire	2014-07-11	The Sound of Indie Poptimism	pop	indie poptimism	0.446	0.915	9	-6.221	1	0.141	0.00281	3.87e-05	0.218	0.398	190.013	204520
4Xv41B0BJRcMBJYpavNDfD	We Come Running	Youngblood Hawke	51	Youngblood Hawke	2012-01-01	The Sound of Indie Poptimism	pop	indie poptimism	0.561	0.736	10	-7.014	1	0.041	0.000287	0.00303	0.118	0.31	124.983	248600
2jukSXCni9myIF79PdgMZw	Happy With Me	HOLYCHILD	47	Mindspeak	2014-08-25	The Sound of Indie Poptimism	pop	indie poptimism	0.795	0.65	9	-5.357	0	0.0715	0.0201	4.12e-05	0.148	0.919	174.953	169253
0HsE2zUH1uZg7Bnsjf51TM	Work It Out	Knox Hamilton	48	The Heights	2017-03-10	The Sound of Indie Poptimism	pop	indie poptimism	0.396	0.818	8	-4.306	0	0.0352	0.0112	1.98e-06	0.199	0.359	162.061	206520
0EXpZh6efFQ2FNjw3DrpX9	Magic	Boh Doran	30	Magic (feat. Daer)	2019-10-18	The Sound of Indie Poptimism	pop	indie poptimism	0.68	0.682	0	-6.234	1	0.0284	0.00253	0.0412	0.0961	0.672	129.995	169930
0Cw4EjuGqEqbxOWSy0iIUw	Dive In	kwassa	45	Wildlife	2017-03-10	The Sound of Indie Poptimism	pop	indie poptimism	0.708	0.78	8	-8.377	1	0.0585	0.248	0.0101	0.107	0.619	104.973	200637
6VVd4kRfzBsZqFbvEAjloh	All For You	Night Riots	50	Love Gloom	2017-03-07	The Sound of Indie Poptimism	pop	indie poptimism	0.475	0.881	2	-3.207	1	0.0573	0.0103	2.54e-06	0.074	0.426	140.912	235334
36vROPdYhE7MiUJjZ04kPU	Take My Breath Away	EZI	51	Take My Breath Away	2019-02-14	The Sound of Indie Poptimism	pop	indie poptimism	0.717	0.616	8	-6.598	1	0.0903	0.0741	7.27306367375422	0.367	0.354	102.981	158447
554dAjQxsN1DrNL3dKgp5c	A Toast and a Spirit	Vacation Manor	55	Girl, Say	2016-04-23	The Sound of Indie Poptimism	pop	indie poptimism	0.61	0.824	9	-5.217	1	0.0347	0.014	1.69e-05	0.138	0.472	128.025	209453
1MSM3Fo2fvnwVqMcz8Jhjq	Cecilia And The Satellite	Andrew McMahon in the Wilderness	60	Andrew McMahon In The Wilderness	2014-10-14	The Sound of Indie Poptimism	pop	indie poptimism	0.381	0.844	5	-7.123	1	0.144	0.0131	0	0.318	0.239	194	223880
2docvXwmea0pDCPv7cDe9s	Filthy Rich	Evalyn	43	Filthy Rich	2017-02-13	The Sound of Indie Poptimism	pop	indie poptimism	0.607	0.55	3	-6.278	0	0.0435	0.785	0	0.101	0.0857	124.861	215107
545dPrr42WxSTsjnqAKZwH	Lost City	Brett	40	Lost City	2016-08-26	The Sound of Indie Poptimism	pop	indie poptimism	0.479	0.909	2	-5.855	1	0.0616	0.19	1.68e-06	0.147	0.264	119.983	312250
6Q45iYMuedSPVotifXvBSh	Good Together	The Runaway Club	35	The Runaway Club	2014-03-04	The Sound of Indie Poptimism	pop	indie poptimism	0.708	0.894	0	-3.38	1	0.0313	0.00128	6.47e-06	0.109	0.886	126.032	234842
1mSeH8fuRPe0eKLCfsbdet	Stay	Hotel Apache	44	Ill Explain Later	2017-06-12	The Sound of Indie Poptimism	pop	indie poptimism	0.623	0.852	0	-6.004	1	0.0441	0.0124	0	0.129	0.789	108.007	207778
